,Unnamed: 0,item,condition,sentence,target,alternative,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
90,90,Bock1992_11_sp_prop,sp_prop,The traffic jam on the Okemos streets,is,are,100,83.94272395669388,-2.380237579345703,-4.034210205078125,100,77.12171374338588,-2.628398895263672,-3.8435955047607417,100,76.34348521442476,-2.513755798339844,-3.685359954833984,100,92.33332794873131,-2.092913627624512,-4.5814361572265625,100,83.98635550016711,-2.4824838638305664,-4.139697074890137,-51.3755,-54.9765,100,97.34288837640742,-54.154,-57.4029,100,96.2633565582844,-53.0102,-54.1822,100,76.3506334849162,-56.3498,-59.3424,100,95.22386977026942,-53.6572,-56.798,100,95.8544681782228
91,91,Bock1992_11_sp_rc,sp_rc,The traffic jam that obstructed the streets,is,are,100,90.9212569804214,-3.2191867828369136,-5.523244857788086,100,92.15266119982164,-3.684120178222656,-6.147392272949219,100,80.49587015911119,-3.2010698318481445,-4.618649482727051,100,92.01032955221442,-3.3215122222900386,-5.765263557434082,100,92.69604460910251,-3.1409568786621094,-5.681866645812987,-75.8399,-76.1355,100,57.33665495461824,-72.4217,-76.0549,100,97.42491641625645,-72.6925,-72.9451,100,56.28163457038619,-77.0342,-77.6694,100,65.36676095440824,-74.042,-77.3887,100,96.59966067362605
92,92,Bock1992_11_ps_prop,ps_prop,The traffic jams on the Okemos street,are,is,100,51.08103592172407,-3.466984748840332,-3.5102329254150386,100,74.21159422182096,-2.894221305847168,-3.951216697692871,100,88.53620811849514,-2.741877555847168,-4.78609561920166,100,72.25325629689245,-2.9792814254760738,-3.93634033203125,100,60.634982114958646,-2.87014389038086,-3.302138328552246,-53.6096,-52.7381,0,29.49422790897101,-55.3681,-52.4376,0,5.066626992787994,-51.6786,-51.6184,0,48.49545435035895,-56.2805,-60.7037,100,98.81464088317142,-53.0163,-50.6133,0,8.29442173771288
93,93,Bock1992_11_ps_rc,ps_rc,The traffic jams that obstructed the street,are,is,100,59.37505268830622,-4.210955619812012,-4.590447425842285,100,50.89049458979363,-4.73350715637207,-4.7691307067871085,100,68.88640774627387,-5.39373779296875,-6.188551902770996,100,80.55994825561824,-3.509964942932129,-4.931631088256836,0,20.35912238394656,-4.691598892211914,-3.327600479125977,-76.0304,-71.9879,0,1.725072254173144,-75.1805,-72.6431,0,7.327753829576928,-70.4641,-71.8574,100,80.1118546805558,-77.8095,-83.3328,100,99.60232274309661,-75.0382,-72.346,0,6.343518816980323
94,94,Bock1992_11_pp_prop,pp_prop,The traffic jams on the Okemos streets,are,is,100,78.81908277190941,-2.6314735412597656,-3.9455280303955083,100,93.9355971971127,-2.3155622482299805,-5.0557355880737305,100,95.43511542335972,-2.015026092529297,-5.055079460144043,100,91.52254606774723,-2.7410755157470703,-5.120250701904297,100,81.41938020636564,-2.1612024307250977,-3.6386966705322266,-54.55,-54.4567,0,47.66919054141137,-56.5707,-53.498,0,4.424750489025474,-52.8344,-53.4081,100,63.961649175286276,-58.4442,-62.3121,100,97.95257394323798,-56.0453,-53.7019,0,8.759180730473314
95,95,Bock1992_11_pp_rc,pp_rc,The traffic jams that obstructed the streets,are,is,100,78.79613121384352,-3.7381076812744136,-5.050787925720215,100,88.50410113729738,-4.349200248718262,-6.3902587890625,100,90.64195197497381,-5.199334144592285,-7.470014572143555,100,92.86618074909714,-3.9410810470581055,-6.507393836975098,100,58.982780848587026,-3.810338020324707,-4.173591613769531,-75.3535,-76.8462,100,81.64831819993515,-74.8366,-71.2856,0,2.7895443690181203,-69.9323,-73.4013,100,96.97927374887763,-77.8744,-82.0824,100,98.53419634945188,-75.8887,-71.1174,0,0.8398235128142542
96,96,Bock1992_12_ss_prop,ss_prop,The office of the certified accountant,is,are,100,99.08925143447495,-1.8692064285278318,-6.5587158203125,100,98.76615173560387,-2.06171989440918,-6.444336891174316,100,99.24582179220708,-3.2179975509643555,-8.097723960876465,100,97.03584977065779,-2.464016914367676,-5.952507019042969,100,99.07655347276308,-1.5739145278930664,-6.249449729919434,-62.0311,-66.1512,100,98.40167245149631,-65.6615,-67.8944,100,90.31652832062673,-54.8731,-55.0654,100,54.792739751891126,-63.034,-65.0061,100,87.78364950491824,-57.3484,-57.4211,100,51.81669992164765
97,97,Bock1992_12_ss_rc,ss_rc,The office that belonged to the accountant,is,are,100,98.86457552615835,-2.3511638641357417,-6.81790828704834,100,97.60257054838043,-2.572723388671875,-6.2792301177978525,100,97.85550953447269,-3.581348419189453,-7.401938438415527,100,98.11203346891152,-2.939894676208496,-6.890504360198975,100,97.40851189121835,-2.2523794174194336,-5.879060745239258,-65.523,-67.292,100,85.43332672180813,-61.6067,-68.0437,100,99.84013566609848,-63.6122,-66.5018,100,94.73299267608684,-67.5909,-67.6424,100,51.28721551113045,-63.7289,-66.9179,100,96.04182228869485
98,98,Bock1992_12_sp_prop,sp_prop,The office of the certified accountants,is,are,100,92.27179729210249,-2.420914649963379,-4.9007768630981445,100,82.00014660333605,-2.6928834915161133,-4.209240913391113,100,92.9366129341373,-3.3064069747924805,-5.883399963378906,100,83.28455991236744,-2.917200088500977,-4.523130416870117,100,56.28540550398873,-3.0512619018554688,-3.3040151596069336,-61.8415,-65.532,100,97.56482878634678,-66.4207,-67.7142,100,78.4739011309344,-56.833,-56.9193,100,52.15616196392114,-63.4,-64.0795,100,66.36270934502478,-55.2347,-53.8998,0,20.835000281701284
99,99,Bock1992_12_sp_rc,sp_rc,The office that belonged to the accountants,is,are,100,88.68543446604956,-3.05548095703125,-5.114485740661621,100,73.58270639770285,-3.6001415252685547,-4.624532699584961,100,82.1374146303792,-3.9770231246948238,-5.502708435058594,100,93.67442793379685,-3.1312255859375,-5.8264503479003915,100,75.89057056702745,-3.3176250457763667,-4.4643144607543945,-68.0141,-70.4056,100,91.61768353007719,-61.4649,-67.772,100,99.81800052326352,-66.9911,-67.6053,100,64.88982825215032,-65.3708,-66.8889,100,82.02585255211126,-67.9122,-65.6658,0,9.566044618271754
100,100,Bock1992_12_ps_prop,ps_prop,The offices of the certified accountant,are,is,100,98.17601928063608,-2.355618476867676,-6.3413591384887695,100,94.57474698535536,-2.0906658172607417,-4.948991775512695,100,95.26337192235044,-2.519298553466797,-5.520618438720703,100,92.90196491307276,-2.9631547927856445,-5.534881591796875,100,77.88742528286026,-2.236727714538574,-3.4958457946777344,-59.6778,-64.9634,100,99.496152193631,-61.8336,-65.0555,100,96.16501463629584,-52.9559,-58.7426,100,99.69412941986042,-60.773,-68.3182,100,99.94716377879794,-58.0944,-60.4797,100,91.56994646532887
101,101,Bock1992_12_ps_rc,ps_rc,The offices that belonged to the accountant,are,is,100,98.76037872152374,-2.773861885070801,-7.151752471923827,100,97.97303531767338,-2.1498479843139653,-6.028000831604004,100,92.9073524675264,-3.1544218063354488,-5.72696590423584,100,84.15366653407328,-3.7552881240844727,-5.424994468688965,100,88.25727400610373,-2.609455108642578,-4.626477241516113,-69.5229,-74.1274,100,99.0092437935863,-65.7258,-63.6401,0,11.049449453261394,-64.8951,-66.4837,100,83.04190416964926,-66.9952,-71.736,100,99.13439238331259,-65.9161,-69.2536,100,96.5693113856601
102,102,Bock1992_12_pp_prop,pp_prop,The offices of the certified accountants,are,is,100,99.19836163279676,-2.238229751586914,-7.056448936462402,100,97.02321947809527,-2.55240249633789,-6.036510467529298,100,95.93308660416436,-2.8739967346191406,-6.0347633361816415,100,97.4904869212283,-3.001124382019043,-6.66079044342041,100,96.37197058170663,-1.9227972030639648,-5.202322959899902,-58.127,-63.7194,100,99.62877575460264,-62.5983,-66.4234,100,97.86495334014084,-53.2592,-58.6635,100,99.55229329314557,-59.7905,-68.1908,100,99.97752506495254,-54.6288,-58.2039,100,97.27507000326638
103,103,Bock1992_12_pp_rc,pp_rc,The offices that belonged to the accountants,are,is,100,98.5014518253232,-2.7120895385742188,-6.8976640701293945,100,98.05522836229223,-2.9570407867431636,-6.877427101135254,100,97.13828495424947,-3.0682106018066406,-6.592925071716309,100,93.76879681844532,-3.609740257263184,-6.321002960205077,100,93.43923563552431,-2.5381946563720703,-5.194398880004883,-71.095,-75.2666,100,98.4806837099593,-65.0379,-63.0711,0,12.273301386828106,-63.706,-68.2131,100,98.90899403403509,-69.1077,-72.1929,100,95.62781146505584,-68.1396,-71.0183,100,94.67834016630623
104,104,Bock1992_13_ss_prop,ss_prop,The rebel soldier in the furious battle,is,are,100,98.53692825938737,-4.655372619628906,-8.865265846252441,100,97.41902580719359,-4.550202369689941,-8.181056976318361,100,97.39724319932054,-5.249439239501953,-8.871665954589844,100,98.18861973755196,-3.9351673126220703,-7.927968502044678,100,97.28208478963036,-4.122912406921387,-7.700662136077881,-79.2553,-82.9072,100,97.47141673070102,-83.5811,-85.7834,100,90.04558615850776,-78.514,-79.7757,100,77.93186144934535,-72.8301,-77.447,100,99.02133382461051,-78.0419,-81.4078,100,96.66216606135988
105,105,Bock1992_13_ss_rc,ss_rc,The rebel soldier who deserted the battle,is,are,100,99.70748220255142,-4.703648567199707,-10.53511905670166,100,97.8133485429834,-4.09700870513916,-7.897698402404785,100,95.20287009455583,-4.911908149719238,-7.899900436401367,100,96.6481484689098,-4.547800064086914,-7.909364223480225,100,95.25981618049505,-4.420464515686035,-7.42099666595459,-78.3068,-88.7165,100,99.99698621933129,-85.7673,-87.9746,100,90.09031405903575,-83.0792,-83.8549,100,68.47526263888436,-79.9134,-83.32,100,96.79101660902664,-76.2693,-78.334,100,88.7424565970732
106,106,Bock1992_13_sp_prop,sp_prop,The rebel soldier in the furious battles,is,are,100,62.906767832837545,-5.9059906005859375,-6.4342098236083975,100,77.41064601917238,-4.992367744445801,-6.224013328552246,0,39.08504168310935,-6.401071548461914,-5.9573326110839835,100,81.85126405033425,-4.942512512207031,-6.44881534576416,0,38.07396105758533,-5.971237182617188,-5.484827041625977,-78.949,-81.5315,100,92.97267819188642,-89.4871,-91.3924,100,87.0490205941787,-83.3014,-84.0557,100,68.01149248736841,-80.7151,-83.0881,100,91.47451113304659,-75.4592,-78.7479,100,96.403911328276
107,107,Bock1992_13_sp_rc,sp_rc,The rebel soldier who deserted the battles,is,are,100,91.25864529815172,-6.192352294921875,-8.537984848022461,100,78.76151825208449,-5.089001655578613,-6.399611473083496,100,75.53211173349938,-5.313945770263672,-6.441142082214356,100,80.77870647056625,-4.888442993164063,-6.3241376876831055,100,56.892623017011736,-5.945405006408691,-6.22287654876709,-91.1818,-89.8254,0,20.482601960954966,-90.8628,-92.5467,100,84.34202650375146,-89.7955,-87.2085,0,6.997977900210104,-89.5282,-86.8282,0,6.2973356056996295,-81.2509,-83.2358,100,87.92025364648856
108,108,Bock1992_13_ps_prop,ps_prop,The rebel soldiers in the furious battle,are,is,100,72.43876807696587,-4.9720726013183585,-5.938404083251952,100,81.87036723726733,-5.053800582885742,-6.561389923095702,100,72.79085896396765,-5.322575569152832,-6.306612968444824,100,77.62950240011756,-5.384428977966309,-6.628633499145508,100,82.39149740026227,-4.65953540802002,-6.202635765075684,-73.3254,-70.6468,0,6.424799333983093,-75.7346,-74.5121,0,22.749679627429245,-73.8564,-77.3004,100,96.90517031753683,-69.5016,-74.8447,100,99.5241722917518,-77.644,-75.9645,0,15.716168847884179
109,109,Bock1992_13_ps_rc,ps_rc,The rebel soldiers who deserted the battle,are,is,100,91.71060302182552,-3.9038476943969727,-6.30750846862793,100,93.38280459991934,-4.2518348693847665,-6.8988704681396475,100,93.02335494628021,-4.243181228637694,-6.833463668823242,100,90.29957235815456,-5.316610336303711,-7.5475730895996085,100,90.3000777426769,-4.97767448425293,-7.208694934844972,-81.4095,-75.8928,0,0.4003000659930034,-75.9127,-75.4472,0,38.568188476953345,-73.9746,-76.1708,100,89.99077502410064,-78.7572,-75.248,0,2.905159341504152,-73.3826,-76.1481,100,94.07827858254252
110,110,Bock1992_13_pp_prop,pp_prop,The rebel soldiers in the furious battles,are,is,100,88.22302330408304,-4.850179672241211,-6.863901138305664,100,94.02313027163768,-4.581779479980469,-7.337423324584961,100,96.47092084720508,-4.427742004394531,-7.735946655273437,100,94.96232627918735,-5.366982460021973,-8.303518295288086,100,98.84104627626408,-3.557167053222656,-8.003162384033201,-71.7743,-70.6938,0,25.34114079664553,-80.9,-80.1661,0,32.43394834012008,-78.2588,-81.9378,100,97.53735630367268,-76.8718,-82.2506,100,99.54078306704011,-75.061,-73.4367,0,16.46127010504871
111,111,Bock1992_13_pp_rc,pp_rc,The rebel soldiers who deserted the battles,are,is,100,89.47101610911493,-4.364344596862793,-6.504127502441406,100,97.6203671452795,-4.320594787597656,-8.034734725952147,100,96.6525280613505,-4.427496910095215,-7.790413856506348,100,95.08110372592587,-4.9541893005371085,-7.915835380554199,100,95.6972625110824,-4.559355735778809,-7.661293983459473,-81.468,-82.4519,100,72.7881375803239,-80.0856,-80.0354,0,48.745263487783404,-78.1846,-82.9914,100,99.18922975437341,-84.1423,-89.3652,100,99.46372436279732,-76.7018,-80.0571,100,96.62779630444265
112,112,Bock1992_14_ss_prop,ss_prop,The actor in the blockbuster film,is,are,100,97.82364185823069,-4.743732452392578,-8.549245834350586,100,96.53983042854587,-5.496143341064453,-8.82478141784668,100,96.28783191934723,-6.677800178527832,-9.933526039123537,100,97.8439920008651,-5.132814407348633,-8.947930335998535,100,96.92198989274874,-4.8560752868652335,-8.305698394775389,-51.602,-59.6285,100,99.9673417067294,-57.659,-60.4638,100,94.2934656576383,-52.642,-55.506,100,94.60378651135538,-60.2151,-64.7399,100,98.9279297388792,-59.8256,-61.737,100,87.11763488823557
113,113,Bock1992_14_ss_rc,ss_rc,The actor who directed the film,is,are,100,99.36157517767722,-2.5519275665283203,-7.599444389343263,100,98.57042981051069,-4.1380252838134775,-8.37142276763916,100,98.73686354883988,-3.4949493408203125,-7.853809833526611,100,99.27697352190896,-2.9016628265380864,-7.823885917663574,100,98.459646328034,-2.941277503967285,-7.098912239074707,-67.0979,-72.8266,100,99.67592355223816,-65.3783,-66.7658,100,80.01928324515704,-68.3079,-72.6272,100,98.6865611440972,-72.2484,-68.3809,0,2.0482284132603934,-70.4797,-70.921,100,60.85687510908079
114,114,Bock1992_14_sp_prop,sp_prop,The actor in the blockbuster films,is,are,100,78.5900813529631,-4.26076602935791,-5.5611572265625,100,62.77007491305466,-5.242831230163574,-5.765196800231934,100,71.00488478946451,-5.238431930541992,-6.1340532302856445,100,88.13556676367872,-4.212384223937988,-6.217715263366699,100,66.32641573929894,-4.6545372009277335,-5.332411766052246,-53.5809,-59.6088,100,99.75952459580327,-63.4309,-65.7287,100,90.86946719668082,-59.1372,-60.6677,100,82.2079458402591,-62.6304,-65.2373,100,93.1304333880432,-63.047,-60.9521,0,10.959350330207164
115,115,Bock1992_14_sp_rc,sp_rc,The actor who directed the films,is,are,100,89.55692444532505,-3.256758689880371,-5.405694007873535,100,71.8931176472555,-5.057196617126465,-5.9963626861572275,100,77.78720176717862,-3.5129070281982417,-4.766215324401856,100,91.6065334288457,-3.2436447143554688,-5.6336936950683585,100,76.16546795126456,-3.709601402282715,-4.871374130249023,-74.8628,-75.4731,100,64.80092330987452,-71.6391,-73.0105,100,79.76062504624923,-74.612,-77.2522,100,93.34043976282163,-70.9378,-72.8702,100,87.35148256896586,-74.4645,-72.9613,0,18.19487400924676
116,116,Bock1992_14_ps_prop,ps_prop,The actors in the blockbuster film,are,is,100,94.14004641277715,-3.8597278594970703,-6.636369705200195,100,58.22725501403014,-5.522008895874023,-5.854118347167969,100,90.2347308393595,-4.777773857116699,-7.00135612487793,100,82.78750424476995,-5.040629386901856,-6.6112709045410165,100,92.1335365381837,-4.0114355087280265,-6.4720659255981445,-52.6971,-56.7547,100,98.3003412449126,-55.4728,-60.1012,100,99.03241574413119,-54.0503,-58.8051,100,99.14632372287438,-55.9499,-61.2018,100,99.47897315012712,-54.7524,-57.9186,100,95.95423226682271
117,117,Bock1992_14_ps_rc,ps_rc,The actors who directed the film,are,is,100,97.36967956603304,-2.549862861633301,-6.161272048950195,100,92.66631342354657,-3.5541973114013667,-6.090723991394043,100,94.55657918610865,-3.3560333251953125,-6.210824012756348,100,80.92700866953945,-3.9662075042724614,-5.411481857299805,100,83.21114536838346,-3.946601867675781,-5.5472679138183585,-67.586,-71.0968,100,97.09935047504207,-64.3623,-68.0393,100,97.53254773843284,-66.3962,-70.2236,100,97.86975381677003,-66.297,-67.1717,100,70.57227282346862,-64.3764,-67.5999,100,96.17091094256689
118,118,Bock1992_14_pp_prop,pp_prop,The actors in the blockbuster films,are,is,100,97.80378414414305,-2.8864107131958012,-6.682638168334961,100,92.53641048516087,-3.669219970703125,-6.186785697937013,100,95.14870074304243,-3.208624839782715,-6.184819221496582,100,95.1468118884399,-4.1082096099853525,-7.0839948654174805,100,97.59661402252055,-2.9936723709106445,-6.697636604309082,-53.4706,-59.9725,100,99.8501663012064,-60.5082,-66.9415,100,99.83954402329263,-60.1035,-65.9374,100,99.7081899437091,-57.2438,-63.177,100,99.73570154352164,-55.3658,-58.7196,100,96.62290515523013
119,119,Bock1992_14_pp_rc,pp_rc,The actors who directed the films,are,is,100,96.3082067875127,-2.827376365661621,-6.088817596435548,100,97.86993119945532,-3.531102180480957,-7.3585872650146475,100,98.8967762566965,-2.9412803649902344,-7.43712043762207,100,95.38582192154264,-3.6403112411499023,-6.669107437133789,100,89.96050058091181,-3.5857515335083012,-5.778594970703125,-73.334,-80.8012,100,99.94288001234496,-69.6727,-77.5003,100,99.96015778759332,-72.6595,-78.1919,100,99.60591099329201,-71.8709,-70.7224,0,24.07631708186241,-66.7326,-70.04,100,96.46818036040122
120,120,Bock1992_15_ss_prop,ss_prop,The consultant for the growing firm,is,are,100,94.28900739481682,-3.90114688873291,-6.705118656158447,100,95.21874678591276,-2.807714462280273,-5.7991886138916025,100,96.7022006440606,-3.2494802474975586,-6.627861022949219,100,92.89732242681757,-4.402143478393555,-6.973166465759277,100,83.85297750423516,-3.5240573883056636,-5.17138671875,-58.1847,-64.2739,100,99.7737906700552,-57.1571,-63.0666,100,99.72938000708285,-58.9834,-60.7781,100,85.75025441366385,-57.7355,-63.2957,100,99.61667436767864,-55.4987,-59.8765,100,98.76026781524745
121,121,Bock1992_15_ss_rc,ss_rc,The consultant who advised the firm,is,are,100,97.01394116106384,-3.8492469787597656,-7.3301472663879395,100,98.01945784839607,-5.215033531188965,-9.116828918457033,100,98.22873943313877,-3.9244089126586914,-7.940016269683838,100,96.9323673674708,-3.96086311340332,-7.413970470428468,100,90.91740678317663,-4.7977027893066415,-7.10129451751709,-74.7506,-78.133,100,96.71499409881635,-70.9309,-73.7691,100,94.47055108321506,-69.2272,-71.8013,100,92.91759838386022,-64.3511,-72.4526,100,99.96970076614996,-71.2292,-66.0867,0,0.5809120716242279
122,122,Bock1992_15_sp_prop,sp_prop,The consultant for the growing firms,is,are,100,75.75401234175185,-4.481987953186035,-5.621228218078613,100,66.33178308366153,-4.207073211669922,-4.885188102722168,100,67.36751072367761,-4.4125566482543945,-5.137411117553711,100,75.511802081772,-4.815629005432129,-5.9417266845703125,0,15.25896556126662,-5.492426872253418,-3.7779941558837886,-61.3931,-63.9026,100,92.48051276005475,-60.6981,-64.2644,100,97.25164674630165,-63.2176,-61.3762,0,13.688580116325133,-58.1941,-60.9002,100,93.7385632860885,-58.5917,-58.5265,0,48.370577187569644
123,123,Bock1992_15_sp_rc,sp_rc,The consultant who advised the firms,is,are,100,78.01205240244718,-5.158390998840332,-6.424759864807129,100,72.22745712444441,-6.061625480651856,-7.017397880554199,100,68.37264306083402,-4.540102958679199,-5.311053276062012,100,86.65878699753151,-3.887986183166504,-5.759106636047362,0,17.006213612322927,-7.051658630371094,-5.4664716720581055,-76.9932,-78.9942,100,88.09020315885155,-76.1463,-71.665,0,1.1192010401880865,-76.6926,-76.1145,0,35.93699007192473,-67.625,-71.7802,100,98.45594938350808,-76.3424,-69.3526,0,0.09203828743835671
124,124,Bock1992_15_ps_prop,ps_prop,The consultants for the growing firm,are,is,100,82.6115720134632,-4.591455459594727,-6.1498003005981445,100,80.56384609691905,-3.4314060211181636,-4.853321075439453,100,80.2069091987172,-3.7687578201293945,-5.168034553527832,100,64.01061137010664,-5.38060474395752,-5.956429481506348,0,46.94504271160386,-4.0268659591674805,-3.904515266418457,-57.5818,-61.2112,100,97.41536587876703,-53.6483,-54.7918,100,75.83216635327842,-56.2189,-58.9382,100,93.81559326257052,-57.0343,-61.7025,100,99.06981814103568,-52.884,-54.1126,100,77.35734475974195
125,125,Bock1992_15_ps_rc,ps_rc,The consultants who advised the firm,are,is,100,85.12372387605778,-4.842103958129883,-6.586441993713379,100,81.0721372353251,-5.1758460998535165,-6.6305503845214835,100,78.55891843229203,-4.385334014892578,-5.6838741302490225,100,78.39655306749816,-5.095869064331055,-6.384796142578125,100,50.39116538212491,-5.45052433013916,-5.4661712646484375,-66.2913,-71.8651,100,99.62183272521553,-64.127,-64.3688,100,56.015718317855146,-63.0646,-66.0981,100,95.40648049970564,-68.3551,-74.0839,100,99.67595585325259,-66.5175,-66.4486,0,48.27818109910521
126,126,Bock1992_15_pp_prop,pp_prop,The consultants for the growing firms,are,is,100,89.1049120189884,-4.321044921875,-6.422547340393066,100,96.5431515692475,-3.4549531936645512,-6.784585952758789,100,92.80261446964964,-3.940252304077149,-6.49700927734375,100,91.94762961996305,-4.86149787902832,-7.296750545501709,100,92.06824915267201,-3.2944726943969727,-5.746129035949707,-58.32,-66.4235,100,99.96976128575349,-54.5556,-59.3233,100,99.15717320159675,-56.6869,-62.3559,100,99.65605557392175,-55.1671,-61.0051,100,99.70938044570933,-53.3948,-57.297,100,98.02024317724678
127,127,Bock1992_15_pp_rc,pp_rc,The consultants who advised the firms,are,is,100,94.10329325575023,-5.21781063079834,-7.987809658050537,100,95.182554807704,-4.9823036193847665,-7.9658565521240225,100,96.63540441208305,-4.2293148040771475,-7.586952209472656,100,91.71502449535342,-4.433786392211914,-6.838028907775879,100,92.5777312793832,-4.888620376586914,-7.412184238433838,-69.0934,-70.9704,100,86.72661600971333,-67.1335,-71.6705,100,98.94079184114884,-65.991,-71.0518,100,99.36994633632987,-73.0098,-76.9062,100,98.00895651133563,-69.0394,-72.2171,100,95.99864107029647
128,128,Bock1992_16_ss_prop,ss_prop,The teaching assistant for the physics lab,is,are,100,98.22780252325205,-2.355487823486328,-6.370556831359862,100,94.33718301723923,-2.737391471862793,-5.550345420837402,100,95.63101347408795,-4.349561691284181,-7.435527801513673,100,96.66716570166473,-3.104071617126465,-6.471522331237793,100,89.9240944209514,-3.157306671142578,-5.346125602722168,-78.2487,-82.1594,100,98.0366708061883,-80.1794,-82.7137,100,92.65116684112174,-82.9143,-84.1005,100,76.60607484905528,-81.4174,-82.0396,100,65.07187387216959,-78.5258,-83.2816,100,99.14716969568451
129,129,Bock1992_16_ss_rc,ss_rc,The teaching assistant who prepared the lab,is,are,100,99.40743431067177,-2.684212684631348,-7.806733131408691,100,96.79541835479816,-3.792698860168457,-7.200716972351074,100,97.23732323831692,-4.362548828125,-7.923503398895264,100,98.92391123574798,-3.5945768356323238,-8.115594863891603,100,93.87680002364569,-3.061508178710937,-5.7914066314697275,-87.761,-94.4251,100,99.8725721434057,-111.804,-115.61,100,97.8246776234732,-90.3023,-95.0066,100,99.10250282248883,-92.6188,-96.9509,100,98.70304936813582,-90.1593,-93.292,100,95.82216157368796
130,130,Bock1992_16_sp_prop,sp_prop,The teaching assistant for the physics labs,is,are,100,94.5650551405965,-2.9198694229125977,-5.776308059692383,100,89.34729021573477,-2.555253028869629,-4.68196964263916,100,92.3912386239856,-4.096409797668457,-6.593141555786133,100,79.49827862410037,-4.1399755477905265,-5.49520206451416,100,77.12430495970005,-3.365619659423828,-4.580963134765625,-74.3948,-77.4008,100,95.28444519169784,-75.9966,-78.6374,100,93.34416843078317,-78.9689,-78.0165,0,27.84024188213555,-80.1147,-76.208,0,1.9710431359247709,-75.3439,-77.4612,100,89.25733110649848
131,131,Bock1992_16_sp_rc,sp_rc,The teaching assistant who prepared the labs,is,are,100,98.05030474351165,-3.037266731262207,-6.9550743103027335,100,90.34639366379388,-3.886338233947754,-6.122657775878906,100,76.5656501394333,-4.4548444747924805,-5.6387901306152335,100,95.29512718042005,-3.823078155517578,-6.83145809173584,100,82.45048464655727,-3.6385898590087886,-5.185761451721191,-92.2237,-88.401,0,2.140067134565795,-105.533,-115.625,100,99.99585922049474,-93.5722,-92.5508,0,26.475478722882855,-98.2016,-97.0284,0,23.62770563763838,-83.7354,-91.772,100,99.96766978924548
132,132,Bock1992_16_ps_prop,ps_prop,The teaching assistants for the physics lab,are,is,100,97.66000489060968,-1.9281768798828125,-5.659520149230957,100,87.8481408762946,-2.924788475036621,-4.902915954589844,100,95.84169170819784,-2.827056884765625,-5.964646339416504,100,63.24003342019513,-3.8996505737304688,-4.442178726196289,100,77.59462087706571,-2.920149803161621,-4.162346839904785,-83.9359,-80.1435,0,2.2044522211870734,-82.0374,-79.8758,0,10.325221147997224,-85.196,-89.0344,100,97.89256699365663,-85.9995,-82.8286,0,4.027561288633765,-82.1327,-79.4547,0,6.42840748855273
133,133,Bock1992_16_ps_rc,ps_rc,The teaching assistants who prepared the lab,are,is,100,98.33226329736506,-3.090409278869629,-7.167294025421143,100,87.2734391950448,-4.365142822265625,-6.290497779846191,100,92.50798252601349,-4.3529415130615225,-6.866398334503174,100,88.68954870796905,-4.421327590942383,-6.480742454528809,100,84.95803804573623,-3.6898021697998047,-5.4211158752441415,-98.4158,-93.5355,0,0.7537490023905022,-97.7284,-106.96,100,99.99021131062898,-90.6475,-94.3808,100,97.66447232081707,-101.031,-96.4645,0,1.0287346572666793,-92.6644,-89.8792,0,5.812919949732908
134,134,Bock1992_16_pp_prop,pp_prop,The teaching assistants for the physics labs,are,is,100,98.40500039628309,-2.0682086944580083,-6.190426826477051,100,96.36203424700784,-2.6345252990722656,-5.911212921142577,100,97.41003533221337,-2.831733703613281,-6.4590187072753915,100,90.9041284839016,-3.5988922119140625,-5.900876998901367,100,81.73546169738725,-2.8485622406005864,-4.347088813781738,-79.5299,-76.3842,0,4.1261044916560365,-78.5695,-76.2884,0,9.27003939232549,-80.6364,-86.7613,100,99.78170657485958,-79.3633,-80.5686,100,76.94662819075782,-77.0675,-75.9932,0,25.458620349942258
135,135,Bock1992_16_pp_rc,pp_rc,The teaching assistants who prepared the labs,are,is,100,98.81691095858368,-2.977880477905273,-7.40302038192749,100,95.99078706516157,-4.020174980163573,-7.195832252502441,100,98.54892827070894,-3.766301155090332,-7.9845519065856925,100,94.22721221650276,-4.291351318359375,-7.083905220031737,100,81.28214722629087,-3.8522872924804688,-5.3207359313964835,-99.1297,-95.9913,0,4.1550791500523365,-104.867,-102.995,0,13.331047543337132,-88.7893,-95.1121,100,99.82083052185543,-101.033,-104.353,100,96.51085914682696,-91.4933,-90.3176,0,23.58262283229223
