,Unnamed: 0,Unnamed: 0.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
59,59,59,HumphreysBock_9_PSC,PSC,The sisters with the new bicycle,are,is,100,92.57333954313187,-3.831148147583008,-6.35407304763794,100,55.29886017453917,-4.699939727783203,-4.9126930236816415,100,65.42448096057578,-4.867827415466309,-5.50557804107666,100,55.07815097009142,-4.899712562561035,-5.103541374206543,100,92.21110912558176,-3.6157102584838867,-6.087092399597168,100,92.57333954313187,-3.8311481475830083,-6.35407304763794,100,55.29886017453917,-4.699939727783203,-4.9126930236816415,100,65.42448096057578,-4.867827415466309,-5.50557804107666,100,55.07815097009142,-4.899712562561035,-5.103541374206543,100,92.21110912558176,-3.615710258483887,-6.087092399597168,-48.7648,-55.2693,100,99.85055478139006,-49.2007,-51.6437,100,92.00480450190075,-49.3515,-54.3646,100,99.33936782014511,-48.4404,-54.8698,100,99.83891803311242,-46.6031,-47.3796,100,68.49252940326292
60,60,60,HumphreysBock_10_CPD,CPD,The wedding party in the cars,are,is,0,11.606879209346847,-4.852710723876953,-2.822514533996582,0,21.08762633831564,-4.1554174423217765,-2.835765838623047,0,49.370727387872456,-3.7397632598876953,-3.714591026306152,0,18.15257546936161,-4.744617462158203,-3.2385730743408203,0,30.49717527726901,-4.4900169372558585,-3.66628360748291,0,11.606879209346847,-4.852710723876953,-2.822514533996582,0,21.08762633831564,-4.1554174423217765,-2.835765838623047,0,49.37072738787246,-3.7397632598876953,-3.714591026306152,0,18.15257546936161,-4.744617462158203,-3.2385730743408203,0,30.49717527726901,-4.4900169372558585,-3.66628360748291,-50.6638,-47.1677,0,2.9423401477713056,-52.8797,-49.8283,0,4.515706995680385,-49.6124,-47.3614,0,9.526324185205473,-50.6019,-49.619,0,27.23167394055726,-49.2133,-47.5067,0,15.360523160697692
61,61,61,HumphreysBock_10_CPC,CPC,The wedding party beside the cars,are,is,0,13.51895946999511,-4.535996437072754,-2.680164337158203,0,14.492191511694177,-4.072840690612793,-2.2978429794311523,0,21.565143415217765,-4.410637855529785,-3.1194477081298837,0,17.38594853615808,-4.609518051147461,-3.051000595092773,0,8.163643747502379,-5.140068054199219,-2.71975040435791,0,13.51895946999511,-4.535996437072754,-2.680164337158203,0,14.492191511694177,-4.072840690612793,-2.2978429794311523,0,21.565143415217765,-4.410637855529785,-3.1194477081298833,0,17.38594853615808,-4.609518051147461,-3.051000595092773,0,8.163643747502379,-5.140068054199219,-2.71975040435791,-58.3118,-54.383,0,1.928791861613108,-59.8544,-56.7855,0,4.440848421026946,-58.4274,-56.3512,0,11.143166718794054,-59.1545,-58.5224,0,34.703452179155455,-56.4331,-55.1527,0,21.748214242007933
62,62,62,HumphreysBock_10_CSC,CSC,The wedding party beside the car,are,is,0,1.0809410174844014,-6.6431732177734375,-2.1267032623291016,0,2.429342956231312,-5.608410835266113,-1.9154548645019531,0,3.991530723356517,-5.991316795349121,-2.8110551834106445,0,1.2998375004766811,-6.752595901489258,-2.422748565673828,0,0.5500727092280128,-6.751233100891112,-1.5538740158081057,0,1.0809410174844014,-6.6431732177734375,-2.1267032623291016,0,2.429342956231312,-5.608410835266113,-1.915454864501953,0,3.991530723356517,-5.991316795349121,-2.8110551834106445,0,1.2998375004766811,-6.752595901489258,-2.422748565673828,0,0.5500727092280128,-6.751233100891112,-1.5538740158081057,-57.1009,-50.2552,0,0.10628902234194638,-57.8608,-53.1112,0,0.8580887647303356,-59.409,-54.0235,0,0.4561644517959226,-59.5012,-54.1228,0,0.4593998124504824,-60.4943,-53.6787,0,0.10953340055537536
63,63,63,HumphreysBock_10_PPD,PPD,The wedding celebrities in the cars,are,is,100,96.68143556612642,-2.522891044616699,-5.894780158996582,100,98.51538032672829,-2.761821746826172,-6.956875801086426,100,98.23188352463958,-2.635478973388672,-6.652894973754883,100,96.85282471776605,-3.3935556411743164,-6.820242881774902,100,99.4753675774604,-2.8471078872680664,-8.092075347900389,100,96.68143556612642,-2.522891044616699,-5.894780158996582,100,98.51538032672829,-2.761821746826172,-6.956875801086426,100,98.23188352463958,-2.635478973388672,-6.652894973754883,100,96.85282471776605,-3.3935556411743164,-6.820242881774902,100,99.4753675774604,-2.8471078872680664,-8.092075347900389,-45.2663,-52.2796,100,99.91009747432588,-47.5882,-51.999,100,98.80002839720666,-45.1069,-48.3472,100,96.23229882365234,-44.4453,-50.7626,100,99.81984415501609,-44.3154,-45.115,100,68.98889107476688
64,64,64,HumphreysBock_10_PPC,PPC,The wedding celebrities beside the cars,are,is,100,98.86555357438854,-2.126904487609864,-6.594520568847656,100,97.55000117580141,-2.517340660095215,-6.201618194580077,100,95.47387890553304,-2.765013694763184,-5.814001083374023,100,97.0505008010462,-3.1872053146362305,-6.6808013916015625,100,97.07829440433487,-2.9755001068115234,-6.478850364685059,100,98.86555357438854,-2.1269044876098637,-6.594520568847656,100,97.55000117580141,-2.517340660095215,-6.201618194580077,100,95.47387890553304,-2.765013694763184,-5.8140010833740225,100,97.0505008010462,-3.1872053146362305,-6.6808013916015625,100,97.07829440433487,-2.9755001068115234,-6.478850364685059,-53.1446,-59.7554,100,99.86560535083017,-55.3481,-59.2602,100,98.039363690358,-54.2647,-57.6387,100,96.68820153733806,-53.8308,-60.6912,100,99.89526037382122,-51.7633,-52.2781,100,62.593103067105595
65,65,65,HumphreysBock_10_PSC,PSC,The wedding celebrities beside the car,are,is,100,99.36186307522112,-1.9006738662719729,-6.9486446380615225,100,86.78691144309224,-2.6953306198120117,-4.577578544616699,100,85.99457385325421,-3.1044654846191406,-4.919304847717285,100,89.33730141122734,-3.5080509185791016,-5.633718490600586,100,90.96116810545557,-2.8904972076416016,-5.199399948120117,100,99.36186307522112,-1.9006738662719729,-6.9486446380615225,100,86.78691144309224,-2.695330619812012,-4.577578544616699,100,85.99457385325421,-3.1044654846191406,-4.919304847717285,100,89.33730141122734,-3.5080509185791016,-5.633718490600586,100,90.96116810545558,-2.8904972076416016,-5.199399948120117,-52.5018,-51.9904,0,37.48653902384345,-53.3242,-54.6251,100,78.598641260308,-52.5132,-54.107,100,83.1150064956224,-50.5318,-55.6812,100,99.42305937893667,-55.6833,-50.3371,0,0.4743619126606433
66,66,66,HumphreysBock_11_CPD,CPD,The group on to the jet skis,are,is,0,29.22125003940832,-4.057557106018066,-3.1728944778442383,100,71.64986157405959,-3.644729614257813,-4.5718889236450195,100,87.28184716512176,-3.5566329956054688,-5.482745170593262,0,34.26226537559207,-3.8093395233154297,-3.1577110290527344,100,60.48045060863664,-3.428442001342773,-3.85396671295166,0,29.22125003940832,-4.057557106018066,-3.1728944778442383,100,71.64986157405959,-3.644729614257813,-4.57188892364502,100,87.28184716512176,-3.5566329956054688,-5.482745170593262,0,34.26226537559207,-3.8093395233154297,-3.1577110290527344,100,60.48045060863664,-3.428442001342773,-3.85396671295166,-80.0957,-76.1761,0,1.9462716668819289,-80.6915,-77.4988,0,3.944136075703903,-70.693,-70.6784,0,49.63500648347829,-78.5186,-76.2132,0,9.067672170530711,-72.2464,-74.1547,100,87.0828041216343
67,67,67,HumphreysBock_11_CPC,CPC,The group next to the jet skis,are,is,0,44.19542926219618,-5.097641944885254,-4.864407539367676,100,65.29853833751564,-3.420111656188965,-4.052299499511719,100,71.30186705414896,-4.730915069580078,-5.641005516052246,0,38.52971832169293,-4.256828308105469,-3.7897043228149414,100,54.427583322871406,-4.20382022857666,-4.3813886642456055,0,44.19542926219618,-5.097641944885254,-4.864407539367676,100,65.29853833751564,-3.420111656188965,-4.052299499511719,100,71.30186705414896,-4.730915069580078,-5.641005516052246,0,38.52971832169293,-4.256828308105469,-3.789704322814941,100,54.427583322871406,-4.20382022857666,-4.3813886642456055,-67.6522,-64.5128,0,4.15109854296765,-70.5374,-66.9759,0,2.7612119237183306,-65.6491,-65.2093,0,39.17886262816398,-68.7683,-66.5829,0,10.106925690599859,-63.5836,-62.857,0,32.5941276997943
68,68,68,HumphreysBock_11_CSC,CSC,The group next to the jet ski,are,is,0,3.246789296285204,-8.899191856384277,-5.504694938659668,0,5.863684752838048,-6.570807456970215,-3.794841766357422,0,6.876120905897793,-8.473901748657228,-5.868025779724121,0,3.013298504473286,-7.573264122009277,-4.1017255783081055,0,15.651200460110385,-7.1321868896484375,-5.4477739334106445,0,3.2467892962852036,-8.899191856384277,-5.504694938659668,0,5.863684752838048,-6.570807456970215,-3.794841766357422,0,6.876120905897792,-8.473901748657228,-5.868025779724121,0,3.013298504473286,-7.573264122009277,-4.1017255783081055,0,15.651200460110385,-7.1321868896484375,-5.4477739334106445,-70.0256,-64.0488,0,0.2530511762780346,-72.4979,-67.9148,0,1.0119700075895874,-66.3633,-65.4663,0,28.96673882328134,-70.4903,-66.2677,0,1.4448653505533795,-63.0443,-61.4739,0,17.215937604769966
69,69,69,HumphreysBock_11_PPD,PPD,The friends on to the jet skis,are,is,100,98.83005083951002,-3.0280475616455083,-7.464488983154298,100,96.25365168768177,-2.8260879516601562,-6.072293281555176,100,97.97086379100472,-2.893404960632324,-6.770464897155763,100,87.94507184293077,-3.6849050521850586,-5.672143936157228,100,81.4338897960227,-3.123000144958496,-4.60145378112793,100,98.83005083951002,-3.0280475616455083,-7.464488983154298,100,96.25365168768177,-2.826087951660156,-6.072293281555176,100,97.97086379100472,-2.8934049606323238,-6.770464897155763,100,87.94507184293077,-3.6849050521850586,-5.6721439361572275,100,81.4338897960227,-3.123000144958496,-4.60145378112793,-76.1777,-80.526,100,98.72362468421554,-80.0511,-84.0369,100,98.17612553552574,-69.3575,-74.4801,100,99.40748117000228,-71.8925,-78.9134,100,99.91077753639043,-74.5042,-76.6034,100,89.08253987211026
70,70,70,HumphreysBock_11_PPC,PPC,The friends next to the jet skis,are,is,100,97.2318855244729,-3.382206916809082,-6.941139221191406,100,94.91092282720224,-2.8363113403320312,-5.762153625488281,100,96.72230811825408,-3.264080047607422,-6.648784637451173,100,91.50138960806251,-3.4748687744140625,-5.851320266723633,100,81.81198898208936,-3.852585792541504,-5.356246948242188,100,97.2318855244729,-3.382206916809082,-6.941139221191406,100,94.91092282720224,-2.8363113403320312,-5.762153625488281,100,96.72230811825409,-3.264080047607422,-6.648784637451173,100,91.50138960806251,-3.4748687744140625,-5.851320266723633,100,81.81198898208936,-3.852585792541504,-5.356246948242188,-68.6861,-75.2069,100,99.85296744021643,-74.5822,-78.3339,100,97.70607631548657,-67.8796,-72.6134,100,99.12836487290188,-67.6858,-74.8761,100,99.92467049535179,-67.6753,-69.2536,100,82.89636217635467
71,71,71,HumphreysBock_11_PSC,PSC,The friends next to the jet ski,are,is,100,60.527260565361345,-5.688825607299805,-6.11630916595459,0,35.42916800369639,-4.660421371459961,-4.060194015502931,100,82.54790133739057,-5.118622779846191,-6.672541618347168,0,43.664760993267095,-5.979727745056152,-5.7249488830566415,100,57.61861685309466,-5.745582580566406,-6.0527191162109375,100,60.527260565361345,-5.688825607299805,-6.11630916595459,0,35.42916800369639,-4.660421371459961,-4.060194015502931,100,82.54790133739057,-5.118622779846191,-6.672541618347168,0,43.664760993267095,-5.979727745056152,-5.7249488830566415,100,57.61861685309466,-5.745582580566406,-6.0527191162109375,-67.6518,-69.426,100,85.49792048670055,-77.3776,-78.8056,100,80.65895013134228,-67.8317,-71.0276,100,96.06796950964565,-66.6159,-72.0881,100,99.5815605102799,-66.1275,-66.6863,100,63.61748379979737
72,72,72,HumphreysBock_12_CPD,CPD,The boy scout troop scouts inside the tents,are,is,100,85.07984457392745,-3.4056882858276367,-5.1465654373168945,100,94.79703134348713,-3.007014274597168,-5.909523010253906,100,91.17386866126776,-3.4591779708862305,-5.794229507446289,100,51.16484542160923,-4.332718849182129,-4.379321098327637,100,82.72959645439758,-6.227507591247559,-7.794090747833253,100,85.07984457392745,-3.4056882858276367,-5.146565437316895,100,94.79703134348713,-3.007014274597168,-5.909523010253906,100,91.17386866126776,-3.4591779708862305,-5.794229507446289,100,51.16484542160923,-4.332718849182129,-4.379321098327637,100,82.72959645439758,-6.227507591247559,-7.794090747833253,-81.8794,-85.774,100,98.0054409525708,-93.3725,-95.7717,100,91.67662791608055,-87.3415,-90.7927,100,96.92669070632792,-76.3841,-81.2008,100,99.19715265518757,-91.7647,-91.4751,0,42.81017965101249
73,73,73,HumphreysBock_12_CPC,CPC,The boy scout troop scouts outside the tents,are,is,100,85.86356062471361,-3.583831787109375,-5.387835502624512,100,96.22149634505377,-3.3045787811279297,-6.541903495788574,100,91.3820306792718,-3.2836217880249023,-5.6448211669921875,100,53.684102277145044,-4.2081661224365225,-4.35579776763916,100,79.79196502368431,-6.7220211029052725,-8.095363616943361,100,85.86356062471361,-3.583831787109375,-5.387835502624512,100,96.22149634505377,-3.3045787811279297,-6.541903495788574,100,91.3820306792718,-3.2836217880249023,-5.644821166992188,100,53.684102277145044,-4.2081661224365225,-4.35579776763916,100,79.79196502368431,-6.7220211029052725,-8.095363616943361,-83.1484,-86.9831,100,97.88492027721756,-94.2879,-96.6547,100,91.42603501044636,-89.0698,-92.9278,100,97.93262488735297,-76.3111,-79.4467,100,95.83375571452653,-92.3643,-92.9176,100,63.490087678714445
74,74,74,HumphreysBock_12_CSC,CSC,The boy scout troop scouts outside the tent,are,is,100,87.35583087571396,-3.223430633544922,-5.156224250793457,100,85.25320036721156,-3.2807331085205083,-5.035332679748535,100,63.48170673967799,-3.780141830444336,-4.333080291748047,0,21.156011242815822,-4.516228675842285,-3.2006816864013667,0,34.94302921375929,-7.632197380065918,-7.010653018951416,100,87.35583087571396,-3.223430633544922,-5.156224250793457,100,85.25320036721156,-3.2807331085205083,-5.035332679748535,100,63.48170673967799,-3.7801418304443364,-4.333080291748047,0,21.156011242815822,-4.516228675842285,-3.2006816864013667,0,34.94302921375929,-7.632197380065918,-7.010653018951416,-82.2141,-84.2347,100,88.29430361526835,-93.6765,-84.04,0,0.006529694550751124,-88.3723,-80.9598,0,0.06032954722440811,-75.5802,-79.7019,100,98.40418695332495,-93.1965,-91.5684,0,16.409080844899428
75,75,75,HumphreysBock_12_PPD,PPD,The boy scout boy scouts inside the tents,are,is,100,56.18933941774864,-4.995326042175293,-5.244175910949707,100,89.86818868677099,-3.3604764938354488,-5.543140411376953,100,88.90811269592491,-3.7811269760131836,-5.862516403198242,0,43.58700971948379,-4.328810691833496,-4.0708703994750985,100,81.82494145577759,-7.4523468017578125,-8.956878662109375,100,56.18933941774864,-4.995326042175293,-5.244175910949707,100,89.86818868677099,-3.3604764938354488,-5.543140411376953,100,88.90811269592491,-3.781126976013184,-5.862516403198242,0,43.58700971948379,-4.328810691833496,-4.0708703994750985,100,81.82494145577759,-7.452346801757812,-8.956878662109375,-76.6328,-80.3836,100,97.70405827662606,-96.2669,-98.3821,100,89.23717839889049,-84.7883,-87.9184,100,95.8117405970276,-79.7837,-84.5783,100,99.17935944372202,-92.3463,-91.7412,0,35.3177762783557
76,76,76,HumphreysBock_12_PPC,PPC,The boy scout boy scouts outside the tents,are,is,100,57.19557318921811,-4.3449249267578125,-4.634759902954102,100,90.483817382766,-3.6329097747802734,-5.885087013244629,100,89.76034676106148,-3.629368782043457,-5.800244331359862,0,47.897625502202956,-4.333065986633302,-4.2489213943481445,100,80.3152538016786,-7.939166069030763,-9.345281600952148,100,57.19557318921811,-4.3449249267578125,-4.634759902954102,100,90.483817382766,-3.6329097747802734,-5.885087013244629,100,89.76034676106148,-3.629368782043457,-5.800244331359862,0,47.897625502202956,-4.333065986633302,-4.2489213943481445,100,80.3152538016786,-7.939166069030763,-9.345281600952148,-77.5078,-81.3583,100,97.91738541333311,-98.2986,-100.133,100,86.2285058162924,-89.8422,-86.5444,0,3.5646739370462637,-80.0234,-82.5156,100,92.35931987642464,-93.9929,-93.6494,0,41.49595365360502
77,77,77,HumphreysBock_12_PSC,PSC,The boy scout boy scouts outside the tent,are,is,0,43.47343004417824,-4.349267959594728,-4.08670711517334,0,38.666641533419146,-4.443404197692871,-3.982057571411133,100,54.62630755727546,-4.325263977050781,-4.510847091674805,0,15.639205910067982,-4.883081436157227,-3.1977596282958984,0,22.543459999792127,-9.183111190795898,-7.94883918762207,0,43.47343004417824,-4.3492679595947275,-4.08670711517334,0,38.666641533419146,-4.443404197692871,-3.9820575714111333,100,54.62630755727546,-4.325263977050781,-4.510847091674805,0,15.639205910067982,-4.883081436157227,-3.1977596282958984,0,22.543459999792127,-9.183111190795898,-7.94883918762207,-77.837,-79.8663,100,88.38392300267242,-97.7817,-98.8611,100,74.63804221160657,-88.876,-89.5227,100,65.6266430381667,-78.9353,-82.4094,100,96.99417834574669,-94.5945,-92.425,0,10.252303033107891
78,78,78,HumphreysBock_13_CPD,CPD,The orchestra on the tour buses,are,is,100,59.61369916335726,-2.776723861694336,-3.166118621826172,100,65.86015048888004,-3.733511924743652,-4.390580177307129,100,66.1978361307566,-3.7470693588256836,-4.419192314147949,0,37.35994826964726,-4.501683235168457,-3.984877586364746,100,79.29285948405862,-3.5999937057495117,-4.942663192749023,100,59.61369916335726,-2.776723861694336,-3.166118621826172,100,65.86015048888004,-3.733511924743652,-4.390580177307129,100,66.1978361307566,-3.747069358825684,-4.419192314147949,0,37.35994826964726,-4.501683235168457,-3.984877586364746,100,79.29285948405862,-3.599993705749512,-4.942663192749023,-71.444,-69.3033,0,10.520347631616584,-68.9174,-64.1833,0,0.87137595400402,-65.6975,-64.1081,0,16.94683294757744,-64.0513,-61.4186,0,6.706332523881878,-65.7916,-64.1054,0,15.627623102431066
79,79,79,HumphreysBock_13_CPC,CPC,The orchestra by the tour buses,are,is,0,48.1934070695685,-3.4477691650390625,-3.375473976135254,100,55.907706617625465,-4.225873947143556,-4.463291168212892,0,41.63699314594336,-4.867552757263184,-4.52985954284668,0,22.14856653062833,-5.0553131103515625,-3.798283576965332,100,72.79301217131405,-4.591678619384767,-5.575824737548828,0,48.1934070695685,-3.4477691650390625,-3.375473976135254,100,55.90770661762546,-4.225873947143556,-4.4632911682128915,0,41.63699314594336,-4.867552757263184,-4.52985954284668,0,22.14856653062833,-5.0553131103515625,-3.798283576965332,100,72.79301217131405,-4.5916786193847665,-5.575824737548828,-71.7064,-68.3582,0,3.395415694514155,-69.7791,-64.7924,0,0.6781852705408059,-67.7377,-66.5102,0,22.66192837075735,-63.3154,-60.8046,0,7.510451952461711,-71.4148,-69.4423,0,12.212061560024761
80,80,80,HumphreysBock_13_CSC,CSC,The orchestra by the tour bus,are,is,0,2.652254540238919,-6.000591278076173,-2.397711753845215,0,2.1019235699504306,-7.075884819030763,-3.2348108291625977,0,4.404803552993051,-7.306709289550781,-4.229282379150392,0,0.9068593761705194,-7.50832986831665,-2.8145017623901367,0,6.404522108569328,-7.201339244842527,-4.51936149597168,0,2.652254540238919,-6.000591278076173,-2.397711753845215,0,2.1019235699504306,-7.075884819030763,-3.2348108291625977,0,4.404803552993051,-7.306709289550781,-4.2292823791503915,0,0.9068593761705194,-7.50832986831665,-2.8145017623901367,0,6.404522108569328,-7.201339244842528,-4.51936149597168,-74.5308,-69.6055,0,0.7208212219430579,-67.9903,-63.314,0,0.9227470616146214,-66.7131,-63.8959,0,5.640176631429374,-67.22,-62.1619,0,0.6317463457335889,-72.506,-67.6433,0,0.767029758635607
81,81,81,HumphreysBock_13_PPD,PPD,The musicians on the tour buses,are,is,100,99.77138711527219,-2.238614082336426,-8.317220687866211,100,97.20636311180613,-2.8296527862548837,-6.379144668579103,100,97.17784897837322,-2.6037302017211914,-6.142773628234862,100,95.82512880142664,-3.36551570892334,-6.49895715713501,100,99.36005371391843,-2.622929573059082,-7.668050765991211,100,99.77138711527219,-2.238614082336426,-8.317220687866211,100,97.20636311180613,-2.8296527862548833,-6.3791446685791025,100,97.17784897837322,-2.6037302017211914,-6.142773628234862,100,95.82512880142664,-3.36551570892334,-6.49895715713501,100,99.36005371391843,-2.622929573059082,-7.668050765991211,-68.1058,-71.4081,100,96.45076300223904,-72.8383,-73.6493,100,69.23225572928891,-70.5213,-74.7253,100,98.52840784817076,-69.3453,-68.3447,0,26.882347056571714,-68.9098,-70.4124,100,81.79619368269768
82,82,82,HumphreysBock_13_PPC,PPC,The musicians by the tour buses,are,is,100,99.4289659878717,-2.3297348022460938,-7.489484786987305,100,96.49646819998208,-3.0398073196411133,-6.355542182922362,100,95.68606888412985,-3.204645156860352,-6.303868293762207,100,92.27922707929429,-3.66789436340332,-6.148798942565918,100,96.88985574427595,-3.2069292068481445,-6.645834922790527,100,99.4289659878717,-2.3297348022460938,-7.489484786987305,100,96.49646819998209,-3.0398073196411133,-6.355542182922362,100,95.68606888412985,-3.204645156860352,-6.303868293762207,100,92.27922707929429,-3.66789436340332,-6.148798942565918,100,96.88985574427595,-3.2069292068481445,-6.645834922790527,-69.6071,-73.2364,100,97.41511408374954,-74.5798,-73.9533,0,34.830457515854604,-72.1318,-76.0773,100,98.10254538241814,-70.138,-69.3302,0,30.83595003940009,-74.4296,-75.7545,100,78.99957836629665
83,83,83,HumphreysBock_13_PSC,PSC,The musicians by the tour bus,are,is,100,94.32345766764068,-3.0432453155517583,-5.853632926940918,100,73.74934008587249,-3.717462539672852,-4.750443458557129,100,80.14860111792026,-4.1878881454467765,-5.58349609375,0,40.303968889712564,-4.716175079345703,-4.323359489440918,100,50.10972005398686,-4.743527412414551,-4.747916221618652,100,94.32345766764068,-3.0432453155517583,-5.853632926940918,100,73.74934008587249,-3.717462539672852,-4.750443458557129,100,80.14860111792026,-4.1878881454467765,-5.58349609375,0,40.303968889712564,-4.716175079345703,-4.323359489440918,100,50.10972005398686,-4.743527412414551,-4.747916221618652,-72.8271,-73.0809,100,56.311158834120924,-73.1169,-71.7043,0,19.582429197116102,-68.5872,-72.0176,100,96.86412201923872,-73.0939,-69.8462,0,3.7409622609135087,-74.3005,-73.1706,0,24.41795560231106
84,84,84,HumphreysBock_14_CPD,CPD,The audience in the luxury boxes,are,is,0,30.683141355450076,-4.056698799133302,-3.2417240142822266,100,68.71014582084692,-3.571258544921875,-4.357861518859863,0,39.696273205365415,-4.072584152221681,-3.654447555541992,0,31.91796152724709,-4.2712154388427725,-3.5136709213256836,100,80.52687491007553,-3.151763916015625,-4.571319580078125,0,30.683141355450076,-4.056698799133302,-3.2417240142822266,100,68.71014582084692,-3.571258544921875,-4.357861518859863,0,39.696273205365415,-4.072584152221681,-3.6544475555419917,0,31.91796152724709,-4.2712154388427725,-3.513670921325684,100,80.52687491007553,-3.151763916015625,-4.571319580078125,-59.9757,-54.5772,0,0.4502992238706328,-55.6509,-51.8618,0,2.211577778741473,-56.122,-54.0413,0,11.098687974662422,-60.2381,-57.0917,0,4.123336280713136,-54.0427,-52.293,0,14.808504079462152
85,85,85,HumphreysBock_14_CPC,CPC,The audience beneath the luxury boxes,are,is,0,29.54637229189897,-3.974471092224121,-3.105477333068848,100,81.26848999036896,-2.702395439147949,-4.169946670532228,0,37.05601026517952,-4.364107131958009,-3.834292411804199,0,34.28759457777652,-4.107062339782715,-3.4565582275390625,100,72.40905557040317,-3.0740337371826167,-4.038877487182616,0,29.54637229189897,-3.974471092224121,-3.105477333068848,100,81.26848999036896,-2.702395439147949,-4.1699466705322275,0,37.05601026517952,-4.364107131958009,-3.8342924118041988,0,34.28759457777652,-4.107062339782715,-3.4565582275390625,100,72.40905557040317,-3.0740337371826167,-4.038877487182616,-65.9519,-60.3522,0,0.36853412632977767,-60.8855,-57.247,0,2.5618204548836525,-61.0924,-58.9003,0,10.046215829522481,-63.6679,-60.6117,0,4.4950555262554595,-59.3035,-57.1211,0,10.134214607961761
86,86,86,HumphreysBock_14_CSC,CSC,The audience beneath the luxury box,are,is,0,4.036992660052902,-5.804859161376952,-2.6363964080810547,0,9.051840604578572,-5.120573043823242,-2.813251495361328,0,3.212910525778446,-6.1668338775634775,-2.7614974975585938,0,9.261522232260576,-5.471750259399414,-3.1896371841430664,0,4.6366819154316135,-5.314556121826172,-2.2908611297607417,0,4.036992660052902,-5.804859161376952,-2.6363964080810547,0,9.051840604578572,-5.120573043823242,-2.813251495361328,0,3.212910525778446,-6.1668338775634775,-2.7614974975585938,0,9.261522232260576,-5.471750259399414,-3.1896371841430664,0,4.636681915431613,-5.314556121826172,-2.2908611297607417,-63.3831,-59.0339,0,1.275241737370291,-60.4737,-57.8297,0,6.635978065216444,-59.7397,-58.1878,0,17.481201852370166,-65.4878,-62.3564,0,4.183045811169224,-58.3936,-56.8381,0,17.429331632036874
87,87,87,HumphreysBock_14_PPD,PPD,The spectators in the luxury boxes,are,is,100,93.27404589275076,-2.9874839782714844,-5.61705207824707,100,97.02068716682881,-2.6299362182617188,-6.113167762756348,100,95.45959029428444,-3.000779151916504,-6.046464920043945,100,93.53691730193717,-3.4847631454467773,-6.157012939453125,100,96.52494155731968,-2.5418701171875,-5.866060256958008,100,93.27404589275076,-2.9874839782714844,-5.61705207824707,100,97.02068716682881,-2.6299362182617188,-6.113167762756348,100,95.45959029428444,-3.000779151916504,-6.046464920043945,100,93.53691730193717,-3.4847631454467773,-6.157012939453125,100,96.52494155731968,-2.5418701171875,-5.866060256958008,-57.2818,-60.6884,100,96.79101660902664,-52.921,-54.4694,100,82.46825219810903,-58.227,-62.8172,100,98.99511758805473,-58.0468,-62.3443,100,98.65800227009753,-52.1714,-55.3187,100,95.88022023613047
88,88,88,HumphreysBock_14_PPC,PPC,The spectators beneath the luxury boxes,are,is,100,94.56761313779428,-3.108382225036621,-5.96531867980957,100,97.36755621027777,-1.996826171875,-5.6074066162109375,100,91.92512945432259,-3.2014179229736333,-5.633635520935059,100,91.54172027827879,-3.5000762939453125,-5.881725311279298,100,95.33181803875976,-2.431560516357422,-5.448154449462892,100,94.56761313779428,-3.108382225036621,-5.96531867980957,100,97.36755621027777,-1.996826171875,-5.6074066162109375,100,91.92512945432259,-3.2014179229736333,-5.633635520935059,100,91.54172027827879,-3.5000762939453125,-5.881725311279298,100,95.33181803875976,-2.431560516357422,-5.4481544494628915,-63.8264,-66.8585,100,95.40034107653321,-61.2232,-63.0503,100,86.14158917374624,-61.2512,-65.1039,100,97.92186701894809,-62.8941,-67.4636,100,98.97431531473792,-58.054,-59.8984,100,86.34682571162467
