item,condition,sentence,target,alternative
ParkerAn_18_CORE_S,CORE_S,The soldier qui a probablement combattu le terroriste,était,étaient
ParkerAn_18_CORE_S,CORE_S,Le soldat fought  the terrorist likely,was,were
ParkerAn_18_CORE_S,CORE_S,Le soldat fought  the terrorist likely,était,étaient
ParkerAn_18_CORE_S,CORE_S,Le soldatqui a probablement combattu le terroriste,was,were
ParkerAn_18_CORE_S,CORE_S,Le soldatqui a probablement combattu le terroriste,était,étaient
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,The soldier  fought against the terrorists likely,was,were
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,The soldier  fought against the terrorists likely,était,étaient
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,The soldier qui s'est battu contre les terroristes probablement,was,were
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,The soldier qui s'est battu contre les terroristes probablement,était,étaient
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,Le soldat fought against the terrorists likely,was,were
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,Le soldat fought against the terrorists likely,était,étaient
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,Le soldatqui s'est battu contre les terroristes probablement,was,were
ParkerAn_18_OBLIQUE_P,OBLIQUE_P,Le soldatqui s'est battu contre les terroristes probablement,était,étaient
ParkerAn_18_CORE_P,CORE_P,The soldier  fought  the terrorists likely,was,were
ParkerAn_18_CORE_P,CORE_P,The soldier  fought  the terrorists likely,était,étaient
ParkerAn_18_CORE_P,CORE_P,The soldier qui a probablement combattu les terroristes,was,were
ParkerAn_18_CORE_P,CORE_P,The soldier qui a probablement combattu les terroristes,était,étaient
ParkerAn_18_CORE_P,CORE_P,Le soldat fought  the terrorists likely,was,were
ParkerAn_18_CORE_P,CORE_P,Le soldat fought  the terrorists likely,était,étaient
ParkerAn_18_CORE_P,CORE_P,Le soldatqui a probablement combattu les terroristes,was,were
ParkerAn_18_CORE_P,CORE_P,Le soldatqui a probablement combattu les terroristes,était,étaient
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,The millionaire  drove past the car allegedly,was,were
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,The millionaire  drove past the car allegedly,était,étaient
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,The millionaire qui est passé devant la voiture prétendument,was,were
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,The millionaire qui est passé devant la voiture prétendument,était,étaient
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,Le millionnaire drove past the car allegedly,was,were
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,Le millionnaire drove past the car allegedly,était,étaient
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,Le millionnairequi est passé devant la voiture prétendument,was,were
ParkerAn_19_OBLIQUE_S,OBLIQUE_S,Le millionnairequi est passé devant la voiture prétendument,était,étaient
ParkerAn_19_CORE_S,CORE_S,The millionaire  drove  the car allegedly,was,were
ParkerAn_19_CORE_S,CORE_S,The millionaire  drove  the car allegedly,était,étaient
ParkerAn_19_CORE_S,CORE_S,The millionaire qui aurait conduit la voiture,was,were
ParkerAn_19_CORE_S,CORE_S,The millionaire qui aurait conduit la voiture,était,étaient
ParkerAn_19_CORE_S,CORE_S,Le millionnaire drove  the car allegedly,was,were
ParkerAn_19_CORE_S,CORE_S,Le millionnaire drove  the car allegedly,était,étaient
ParkerAn_19_CORE_S,CORE_S,Le millionnairequi aurait conduit la voiture,was,were
ParkerAn_19_CORE_S,CORE_S,Le millionnairequi aurait conduit la voiture,était,étaient
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,The millionaire  drove past the cars allegedly,was,were
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,The millionaire  drove past the cars allegedly,était,étaient
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,The millionaire qui est passé devant les voitures prétendument,was,were
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,The millionaire qui est passé devant les voitures prétendument,était,étaient
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,Le millionnaire drove past the cars allegedly,was,were
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,Le millionnaire drove past the cars allegedly,était,étaient
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,Le millionnairequi est passé devant les voitures prétendument,was,were
ParkerAn_19_OBLIQUE_P,OBLIQUE_P,Le millionnairequi est passé devant les voitures prétendument,était,étaient
ParkerAn_19_CORE_P,CORE_P,The millionaire  drove  the cars allegedly,was,were
ParkerAn_19_CORE_P,CORE_P,The millionaire  drove  the cars allegedly,était,étaient
ParkerAn_19_CORE_P,CORE_P,The millionaire qui conduisait les voitures prétendument,was,were
ParkerAn_19_CORE_P,CORE_P,The millionaire qui conduisait les voitures prétendument,était,étaient
ParkerAn_19_CORE_P,CORE_P,Le millionnaire drove  the cars allegedly,was,were
ParkerAn_19_CORE_P,CORE_P,Le millionnaire drove  the cars allegedly,était,étaient
ParkerAn_19_CORE_P,CORE_P,Le millionnairequi conduisait les voitures prétendument,was,were
ParkerAn_19_CORE_P,CORE_P,Le millionnairequi conduisait les voitures prétendument,était,étaient
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,The librarian  read about the book certainly,was,were
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,The librarian  read about the book certainly,était,étaient
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,The librarian qui a certainement lu le livre,was,were
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,The librarian qui a certainement lu le livre,était,étaient
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,Le bibliothécaire read about the book certainly,was,were
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,Le bibliothécaire read about the book certainly,était,étaient
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,Le bibliothécairequi a certainement lu le livre,was,were
ParkerAn_20_OBLIQUE_S,OBLIQUE_S,Le bibliothécairequi a certainement lu le livre,était,étaient
ParkerAn_20_CORE_S,CORE_S,The librarian  read  the book certainly,was,were
ParkerAn_20_CORE_S,CORE_S,The librarian  read  the book certainly,était,étaient
ParkerAn_20_CORE_S,CORE_S,The librarian qui a certainement lu le livre,was,were
ParkerAn_20_CORE_S,CORE_S,The librarian qui a certainement lu le livre,était,étaient
ParkerAn_20_CORE_S,CORE_S,Le bibliothécaire read  the book certainly,was,were
ParkerAn_20_CORE_S,CORE_S,Le bibliothécaire read  the book certainly,était,étaient
ParkerAn_20_CORE_S,CORE_S,Le bibliothécairequi a certainement lu le livre,was,were
ParkerAn_20_CORE_S,CORE_S,Le bibliothécairequi a certainement lu le livre,était,étaient
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,The librarian  read about the books certainly,was,were
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,The librarian  read about the books certainly,était,étaient
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,The librarian qui lisent certainement les livres,was,were
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,The librarian qui lisent certainement les livres,était,étaient
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,Le bibliothécaire read about the books certainly,was,were
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,Le bibliothécaire read about the books certainly,était,étaient
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,Le bibliothécairequi lisent certainement les livres,was,were
ParkerAn_20_OBLIQUE_P,OBLIQUE_P,Le bibliothécairequi lisent certainement les livres,était,étaient
ParkerAn_20_CORE_P,CORE_P,The librarian  read  the books certainly,was,were
ParkerAn_20_CORE_P,CORE_P,The librarian  read  the books certainly,était,étaient
ParkerAn_20_CORE_P,CORE_P,The librarian qui a certainement lu les livres,was,were
ParkerAn_20_CORE_P,CORE_P,The librarian qui a certainement lu les livres,était,étaient
ParkerAn_20_CORE_P,CORE_P,Le bibliothécaire read  the books certainly,was,were
ParkerAn_20_CORE_P,CORE_P,Le bibliothécaire read  the books certainly,était,étaient
ParkerAn_20_CORE_P,CORE_P,Le bibliothécairequi a certainement lu les livres,was,were
ParkerAn_20_CORE_P,CORE_P,Le bibliothécairequi a certainement lu les livres,était,étaient
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,The chef  prepared for the meal evidently,was,were
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,The chef  prepared for the meal evidently,était,étaient
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,The chef qui a préparé le repas de toute évidence,was,were
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,The chef qui a préparé le repas de toute évidence,était,étaient
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,Le chef prepared for the meal evidently,was,were
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,Le chef prepared for the meal evidently,était,étaient
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,Le chefqui a préparé le repas de toute évidence,was,were
ParkerAn_21_OBLIQUE_S,OBLIQUE_S,Le chefqui a préparé le repas de toute évidence,était,étaient
ParkerAn_21_CORE_S,CORE_S,The chef  prepared  the meal evidently,was,were
ParkerAn_21_CORE_S,CORE_S,The chef  prepared  the meal evidently,était,étaient
ParkerAn_21_CORE_S,CORE_S,The chef qui a préparé le repas évidemment,was,were
ParkerAn_21_CORE_S,CORE_S,The chef qui a préparé le repas évidemment,était,étaient
ParkerAn_21_CORE_S,CORE_S,Le chef prepared  the meal evidently,was,were
ParkerAn_21_CORE_S,CORE_S,Le chef prepared  the meal evidently,était,étaient
ParkerAn_21_CORE_S,CORE_S,Le chefqui a préparé le repas évidemment,was,were
ParkerAn_21_CORE_S,CORE_S,Le chefqui a préparé le repas évidemment,était,étaient
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,The chef  prepared for the meals evidently,was,were
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,The chef  prepared for the meals evidently,était,étaient
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,The chef qui a préparé les repas de toute évidence,was,were
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,The chef qui a préparé les repas de toute évidence,était,étaient
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,Le chef prepared for the meals evidently,was,were
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,Le chef prepared for the meals evidently,était,étaient
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,Le chefqui a préparé les repas de toute évidence,was,were
ParkerAn_21_OBLIQUE_P,OBLIQUE_P,Le chefqui a préparé les repas de toute évidence,était,étaient
ParkerAn_21_CORE_P,CORE_P,The chef  prepared  the meals evidently,was,were
ParkerAn_21_CORE_P,CORE_P,The chef  prepared  the meals evidently,était,étaient
ParkerAn_21_CORE_P,CORE_P,The chef qui a préparé les repas évidemment,was,were
ParkerAn_21_CORE_P,CORE_P,The chef qui a préparé les repas évidemment,était,étaient
ParkerAn_21_CORE_P,CORE_P,Le chef prepared  the meals evidently,was,were
ParkerAn_21_CORE_P,CORE_P,Le chef prepared  the meals evidently,était,étaient
ParkerAn_21_CORE_P,CORE_P,Le chefqui a préparé les repas évidemment,was,were
ParkerAn_21_CORE_P,CORE_P,Le chefqui a préparé les repas évidemment,était,étaient
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,The gardener  cut around the hedge financially,was,were
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,The gardener  cut around the hedge financially,était,étaient
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,The gardener qui contournent financièrement la haie,was,were
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,The gardener qui contournent financièrement la haie,était,étaient
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,Le jardinier cut around the hedge financially,was,were
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,Le jardinier cut around the hedge financially,était,étaient
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,Le jardinierqui contournent financièrement la haie,was,were
ParkerAn_22_OBLIQUE_S,OBLIQUE_S,Le jardinierqui contournent financièrement la haie,était,étaient
ParkerAn_22_CORE_S,CORE_S,The gardener  cut  the hedge financially,was,were
ParkerAn_22_CORE_S,CORE_S,The gardener  cut  the hedge financially,était,étaient
ParkerAn_22_CORE_S,CORE_S,The gardener qui a coupé la couverture financièrement,was,were
ParkerAn_22_CORE_S,CORE_S,The gardener qui a coupé la couverture financièrement,était,étaient
ParkerAn_22_CORE_S,CORE_S,Le jardinier cut  the hedge financially,was,were
ParkerAn_22_CORE_S,CORE_S,Le jardinier cut  the hedge financially,était,étaient
ParkerAn_22_CORE_S,CORE_S,Le jardinierqui a coupé la couverture financièrement,was,were
ParkerAn_22_CORE_S,CORE_S,Le jardinierqui a coupé la couverture financièrement,était,étaient
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,The gardener  cut around the hedges financially,was,were
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,The gardener  cut around the hedges financially,était,étaient
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,The gardener qui contournent financièrement les haies,was,were
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,The gardener qui contournent financièrement les haies,était,étaient
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,Le jardinier cut around the hedges financially,was,were
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,Le jardinier cut around the hedges financially,était,étaient
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,Le jardinierqui contournent financièrement les haies,was,were
ParkerAn_22_OBLIQUE_P,OBLIQUE_P,Le jardinierqui contournent financièrement les haies,était,étaient
ParkerAn_22_CORE_P,CORE_P,The gardener  cut  the hedges financially,was,were
ParkerAn_22_CORE_P,CORE_P,The gardener  cut  the hedges financially,était,étaient
ParkerAn_22_CORE_P,CORE_P,The gardener qui a coupé les haies financièrement,was,were
ParkerAn_22_CORE_P,CORE_P,The gardener qui a coupé les haies financièrement,était,étaient
ParkerAn_22_CORE_P,CORE_P,Le jardinier cut  the hedges financially,was,were
ParkerAn_22_CORE_P,CORE_P,Le jardinier cut  the hedges financially,était,étaient
ParkerAn_22_CORE_P,CORE_P,Le jardinierqui a coupé les haies financièrement,was,were
ParkerAn_22_CORE_P,CORE_P,Le jardinierqui a coupé les haies financièrement,était,étaient
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,The athlete  kicked near the referee obviously,was,were
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,The athlete  kicked near the referee obviously,était,étaient
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,The athlete qui a donné un coup de pied près de l'arbitre évidemment,was,were
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,The athlete qui a donné un coup de pied près de l'arbitre évidemment,était,étaient
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,L'athlète kicked near the referee obviously,was,were
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,L'athlète kicked near the referee obviously,était,étaient
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,L'athlètequi a donné un coup de pied près de l'arbitre évidemment,was,were
ParkerAn_23_OBLIQUE_S,OBLIQUE_S,L'athlètequi a donné un coup de pied près de l'arbitre évidemment,était,étaient
ParkerAn_23_CORE_S,CORE_S,The athlete  kicked  the referee obviously,was,were
ParkerAn_23_CORE_S,CORE_S,The athlete  kicked  the referee obviously,était,étaient
ParkerAn_23_CORE_S,CORE_S,The athlete qui a frappé l'arbitre de toute évidence,was,were
ParkerAn_23_CORE_S,CORE_S,The athlete qui a frappé l'arbitre de toute évidence,était,étaient
ParkerAn_23_CORE_S,CORE_S,L'athlète kicked  the referee obviously,was,were
ParkerAn_23_CORE_S,CORE_S,L'athlète kicked  the referee obviously,était,étaient
ParkerAn_23_CORE_S,CORE_S,L'athlètequi a frappé l'arbitre de toute évidence,was,were
ParkerAn_23_CORE_S,CORE_S,L'athlètequi a frappé l'arbitre de toute évidence,était,étaient
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,The athlete  kicked near the referees obviously,was,were
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,The athlete  kicked near the referees obviously,était,étaient
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,The athlete qui a donné un coup de pied près des arbitres évidemment,was,were
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,The athlete qui a donné un coup de pied près des arbitres évidemment,était,étaient
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,L'athlète kicked near the referees obviously,was,were
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,L'athlète kicked near the referees obviously,était,étaient
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,L'athlètequi a donné un coup de pied près des arbitres évidemment,was,were
ParkerAn_23_OBLIQUE_P,OBLIQUE_P,L'athlètequi a donné un coup de pied près des arbitres évidemment,était,étaient
ParkerAn_23_CORE_P,CORE_P,The athlete  kicked  the referees obviously,was,were
ParkerAn_23_CORE_P,CORE_P,The athlete  kicked  the referees obviously,était,étaient
ParkerAn_23_CORE_P,CORE_P,The athlete qui a frappé les arbitres de toute évidence,was,were
ParkerAn_23_CORE_P,CORE_P,The athlete qui a frappé les arbitres de toute évidence,était,étaient
ParkerAn_23_CORE_P,CORE_P,L'athlète kicked  the referees obviously,was,were
ParkerAn_23_CORE_P,CORE_P,L'athlète kicked  the referees obviously,était,étaient
ParkerAn_23_CORE_P,CORE_P,L'athlètequi a frappé les arbitres de toute évidence,was,were
ParkerAn_23_CORE_P,CORE_P,L'athlètequi a frappé les arbitres de toute évidence,était,étaient
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,The artist  painted in the garden apparently,was,were
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,The artist  painted in the garden apparently,était,étaient
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,The artist qui a peint dans le jardin apparemment,was,were
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,The artist qui a peint dans le jardin apparemment,était,étaient
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,L'artiste painted in the garden apparently,was,were
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,L'artiste painted in the garden apparently,était,étaient
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,L'artistequi a peint dans le jardin apparemment,was,were
ParkerAn_24_OBLIQUE_S,OBLIQUE_S,L'artistequi a peint dans le jardin apparemment,était,étaient
ParkerAn_24_CORE_S,CORE_S,The artist  painted  the garden apparently,was,were
ParkerAn_24_CORE_S,CORE_S,The artist  painted  the garden apparently,était,étaient
ParkerAn_24_CORE_S,CORE_S,The artist qui a peint le jardin apparemment,was,were
ParkerAn_24_CORE_S,CORE_S,The artist qui a peint le jardin apparemment,était,étaient
ParkerAn_24_CORE_S,CORE_S,L'artiste painted  the garden apparently,was,were
ParkerAn_24_CORE_S,CORE_S,L'artiste painted  the garden apparently,était,étaient
ParkerAn_24_CORE_S,CORE_S,L'artistequi a peint le jardin apparemment,was,were
ParkerAn_24_CORE_S,CORE_S,L'artistequi a peint le jardin apparemment,était,étaient
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,The artist  painted in the gardens apparently,was,were
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,The artist  painted in the gardens apparently,était,étaient
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,The artist qui a peint dans les jardins apparemment,was,were
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,The artist qui a peint dans les jardins apparemment,était,étaient
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,L'artiste painted in the gardens apparently,was,were
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,L'artiste painted in the gardens apparently,était,étaient
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,L'artistequi a peint dans les jardins apparemment,was,were
ParkerAn_24_OBLIQUE_P,OBLIQUE_P,L'artistequi a peint dans les jardins apparemment,était,étaient
ParkerAn_24_CORE_P,CORE_P,The artist  painted  the gardens apparently,was,were
ParkerAn_24_CORE_P,CORE_P,The artist  painted  the gardens apparently,était,étaient
ParkerAn_24_CORE_P,CORE_P,The artist qui a peint les jardins apparemment,was,were
ParkerAn_24_CORE_P,CORE_P,The artist qui a peint les jardins apparemment,était,étaient
ParkerAn_24_CORE_P,CORE_P,L'artiste painted  the gardens apparently,was,were
ParkerAn_24_CORE_P,CORE_P,L'artiste painted  the gardens apparently,était,étaient
ParkerAn_24_CORE_P,CORE_P,L'artistequi a peint les jardins apparemment,was,were
ParkerAn_24_CORE_P,CORE_P,L'artistequi a peint les jardins apparemment,était,étaient
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,The teacher  called for the student obviously,was,were
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,The teacher  called for the student obviously,était,étaient
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,The teacher qui a appelé l'étudiant évidemment,was,were
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,The teacher qui a appelé l'étudiant évidemment,était,étaient
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,L'enseignant called for the student obviously,was,were
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,L'enseignant called for the student obviously,était,étaient
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,L'enseignantqui a appelé l'étudiant évidemment,was,were
ParkerAn_25_OBLIQUE_S,OBLIQUE_S,L'enseignantqui a appelé l'étudiant évidemment,était,étaient
ParkerAn_25_CORE_S,CORE_S,The teacher  called  the student obviously,was,were
ParkerAn_25_CORE_S,CORE_S,The teacher  called  the student obviously,était,étaient
ParkerAn_25_CORE_S,CORE_S,The teacher qui a appelé l'élève de toute évidence,was,were
ParkerAn_25_CORE_S,CORE_S,The teacher qui a appelé l'élève de toute évidence,était,étaient
ParkerAn_25_CORE_S,CORE_S,L'enseignant called  the student obviously,was,were
ParkerAn_25_CORE_S,CORE_S,L'enseignant called  the student obviously,était,étaient
ParkerAn_25_CORE_S,CORE_S,L'enseignantqui a appelé l'élève de toute évidence,was,were
ParkerAn_25_CORE_S,CORE_S,L'enseignantqui a appelé l'élève de toute évidence,était,étaient
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,The teacher  called for the students obviously,was,were
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,The teacher  called for the students obviously,était,étaient
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,The teacher qui a appelé les étudiants évidemment,was,were
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,The teacher qui a appelé les étudiants évidemment,était,étaient
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,L'enseignant called for the students obviously,was,were
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,L'enseignant called for the students obviously,était,étaient
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,L'enseignantqui a appelé les étudiants évidemment,was,were
ParkerAn_25_OBLIQUE_P,OBLIQUE_P,L'enseignantqui a appelé les étudiants évidemment,était,étaient
ParkerAn_25_CORE_P,CORE_P,The teacher  called  the students obviously,was,were
ParkerAn_25_CORE_P,CORE_P,The teacher  called  the students obviously,était,étaient
ParkerAn_25_CORE_P,CORE_P,The teacher qui a appelé les étudiants évidemment,was,were
ParkerAn_25_CORE_P,CORE_P,The teacher qui a appelé les étudiants évidemment,était,étaient
ParkerAn_25_CORE_P,CORE_P,L'enseignant called  the students obviously,was,were
ParkerAn_25_CORE_P,CORE_P,L'enseignant called  the students obviously,était,étaient
ParkerAn_25_CORE_P,CORE_P,L'enseignantqui a appelé les étudiants évidemment,was,were
ParkerAn_25_CORE_P,CORE_P,L'enseignantqui a appelé les étudiants évidemment,était,étaient
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,The chef  cooked with the onion obviously,was,were
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,The chef  cooked with the onion obviously,était,étaient
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,The chef qui cuisinait avec l'oignon évidemment,was,were
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,The chef qui cuisinait avec l'oignon évidemment,était,étaient
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,Le chef cooked with the onion obviously,was,were
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,Le chef cooked with the onion obviously,était,étaient
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,Le chefqui cuisinait avec l'oignon évidemment,was,were
ParkerAn_26_OBLIQUE_S,OBLIQUE_S,Le chefqui cuisinait avec l'oignon évidemment,était,étaient
ParkerAn_26_CORE_S,CORE_S,The chef  cooked  the onion obviously,was,were
ParkerAn_26_CORE_S,CORE_S,The chef  cooked  the onion obviously,était,étaient
ParkerAn_26_CORE_S,CORE_S,The chef qui a cuit l'oignon évidemment,was,were
ParkerAn_26_CORE_S,CORE_S,The chef qui a cuit l'oignon évidemment,était,étaient
ParkerAn_26_CORE_S,CORE_S,Le chef cooked  the onion obviously,was,were
ParkerAn_26_CORE_S,CORE_S,Le chef cooked  the onion obviously,était,étaient
ParkerAn_26_CORE_S,CORE_S,Le chefqui a cuit l'oignon évidemment,was,were
ParkerAn_26_CORE_S,CORE_S,Le chefqui a cuit l'oignon évidemment,était,étaient
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,The chef  cooked with the onions obviously,was,were
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,The chef  cooked with the onions obviously,était,étaient
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,The chef qui cuisinait avec les oignons évidemment,was,were
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,The chef qui cuisinait avec les oignons évidemment,était,étaient
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chef cooked with the onions obviously,was,were
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chef cooked with the onions obviously,était,étaient
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chefqui cuisinait avec les oignons évidemment,was,were
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chefqui cuisinait avec les oignons évidemment,était,étaient
ParkerAn_26_CORE_P,CORE_P,The chef  cooked  the onions obviously,was,were
ParkerAn_26_CORE_P,CORE_P,The chef  cooked  the onions obviously,était,étaient
ParkerAn_26_CORE_P,CORE_P,The chef qui a cuit les oignons évidemment,was,were
ParkerAn_26_CORE_P,CORE_P,The chef qui a cuit les oignons évidemment,était,étaient
ParkerAn_26_CORE_P,CORE_P,Le chef cooked  the onions obviously,was,were
ParkerAn_26_CORE_P,CORE_P,Le chef cooked  the onions obviously,était,étaient
ParkerAn_26_CORE_P,CORE_P,Le chefqui a cuit les oignons évidemment,was,were
ParkerAn_26_CORE_P,CORE_P,Le chefqui a cuit les oignons évidemment,était,étaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host  sat near the guest certainly,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host  sat near the guest certainly,était,étaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host qui s'est assis près de l'invité certainement,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host qui s'est assis près de l'invité certainement,était,étaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôte sat near the guest certainly,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôte sat near the guest certainly,était,étaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôtequi s'est assis près de l'invité certainement,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôtequi s'est assis près de l'invité certainement,était,étaient
ParkerAn_27_CORE_S,CORE_S,The host  sat  the guest certainly,was,were
ParkerAn_27_CORE_S,CORE_S,The host  sat  the guest certainly,était,étaient
ParkerAn_27_CORE_S,CORE_S,The host qui a assis l'invité certainement,was,were
ParkerAn_27_CORE_S,CORE_S,The host qui a assis l'invité certainement,était,étaient
ParkerAn_27_CORE_S,CORE_S,L'hôte sat  the guest certainly,was,were
ParkerAn_27_CORE_S,CORE_S,L'hôte sat  the guest certainly,était,étaient
ParkerAn_27_CORE_S,CORE_S,L'hôtequi a assis l'invité certainement,was,were
ParkerAn_27_CORE_S,CORE_S,L'hôtequi a assis l'invité certainement,était,étaient
